RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
758				850	8131	Assembler, relay			
759				851	8132	Assembler, rifle			
760				851	8132	Assembler, seat, spring			
761				850	8131	Assembler, sign, neon			
762				851	8132	Assembler, spring			
763				850	8131	Assembler, stator			
764				850	8131	Assembler, stove		(electric)	
765	A			851	8132	Assembler, stove			
766				520	8131	Assembler, switchboard		(electrical power)	
767	A			850	8131	Assembler, switchboard			
768				850	8131	Assembler, switchgear			
769				850	8131	Assembler, system, stereo			
770				850	8131	Assembler, telephone			
771				850	8131	Assembler, television			
772				516	8131	Assembler, temple			
773				859	8139	Assembler, toy			
774				850	8139	Assembler, transformer			
775				554	8139	Assembler, trim			
776				851	8132	Assembler, tub			
777				859	8139	Assembler, tube	(plastics goods mfr)		
778				553	8139	Assembler, umbrella			
779				851	8132	Assembler, valve		(engineer's valves)	
780	A			850	8131	Assembler, valve			
781				851	8132	Assembler, vehicle, motor			
782				441	9149	Assembler, warehouse			
783				859	8139	Assembler, watch			
784				573	5493	Assembler, wax	(aircraft mfr)		
785				859	8139	Assembler, woodwork			
786				813	8113	Assembler, yarn			
787				850	8131	Assembler	(accumulator mfr)		
788				850	8131	Assembler	(calculating machines mfr)		
789				851	8132	Assembler	(cycle mfr)		
790				850	8131	Assembler	(electrical, electronic equipment mfr)		
791		*		851	8132	Assembler	(engineering)		
792				851	8132	Assembler	(gun mfr)		
793				851	8132	Assembler	(jewellery, plate mfr)		
794		*		859	8139	Assembler	(leather goods mfr)		
795				851	8132	Assembler	(metal trades: motor vehicle mfr)		
796				850	8131	Assembler	(metal trades: radio, television, video mfr)		
797				850	8131	Assembler	(metal trades: telecommunications equipment mfr)		
798	I			851	8132	Assembler	(metal trades)		
799				560	5421	Assembler	(photo-lithographic plates mfr)		
800				441	9149	Assembler	(retail trade)		
801				518	5495	Assembler	(silver goods mfr)		
802				813	8113	Assembler	(textile mfr)		
803				441	9149	Assembler	(wholesale trade)		
804				851	8132	Assembler	(window and door mfr:	metal frames)	
805	M	*		859	8139	Assembler			
806				516	8139	Assembler-fitter			
807				410	4122	Assessor, bonus			
808		*		371	3232	Assessor, care, community			
809		*		371	3232	Assessor, case	(social services)		
810				361	3531	Assessor, claims			
811				361	3531	Assessor, insurance			
812		*		391	3563	Assessor, NVQ			
813				364	3539	Assessor, study, work			
814				301	3113	Assessor, technical			
815		*		391	3563	Assessor, training			
816		*		364	3539	Assessor		(work, time and motion)	
817	M			361	3531	Assessor			
818		*		410	4122	Assistant, account			
819				410	4122	Assistant, accountancy			
820		*		411	4123	Assistant, accountant's, turf			
821	O			410	4122	Assistant, accountant's			
822				410	4122	Assistant, accounts			
823				252	2423	Assistant, actuarial			
824		*		400	4112	Assistant, administration	(armed forces)		
825		*		400	4112	Assistant, administration	(government)		
826		*		401	4113	Assistant, administration	(local government)		
827	I	*		430	4150	Assistant, administration			
828		*		400	4112	Assistant, administrative	(armed forces)		
829				400	4112	Assistant, administrative	(government)		
830				139	4150	Assistant, administrative	(hospital service)		
831				102	4113	Assistant, administrative	(local government)		
832	I			430	4150	Assistant, administrative			
833		*		420	4131	Assistant, admissions	(college)		
834				719	4150	Assistant, advertising			
835				411	4123	Assistant, agent's, commission			
836				719	7129	Assistant, agent's, estate			
837				556	5414	Assistant, alteration			
838		*		640	6111	Assistant, anaesthetic			
839				864	8138	Assistant, analyst's			
840				864	8138	Assistant, anatomical			
841				652	6124	Assistant, ancillary	(education)		
842		*		699	9226	Assistant, arcade			
843				303	3121	Assistant, architect's			
844				303	3121	Assistant, architectural			
845		*		421	4135	Assistant, archives			
846				899	8129	Assistant, armouring			
847		*		430	4150	Assistant, arts			
848				219	2129	Assistant, assay			
849				219	2129	Assistant, assayer's			
850				931	9149	Assistant, auctioneer's			
851				410	4122	Assistant, audit			
852				652	6124	Assistant, auxiliary	(education)		
853				800	8111	Assistant, bakehouse			
854				580	5432	Assistant, baker's			
855				800	8111	Assistant, bakery			
856				411	4123	Assistant, bank			
857				889	8122	Assistant, banksman's	(coal mine)		
858				953	9223	Assistant, bar, snack			
859				953	9223	Assistant, bar		(non-alcoholic)	
860	M			622	9225	Assistant, bar			
861				919	9139	Assistant, barker's			
862				732	7124	Assistant, barrow			
863		*		441	9149	Assistant, bay, loading			
864				829	8121	Assistant, beater's			
865				829	8121	Assistant, beaterman's			
866		*		958	9233	Assistant, bedroom	(hotel)		
867				401	4113	Assistant, benefit	(local government)		
868				401	4113	Assistant, benefits	(local government)		
869				562	5423	Assistant, binder's			
870				562	5423	Assistant, bindery			
871				699	9229	Assistant, bingo			
872				809	8111	Assistant, blender's		(margarine)	
873				590	8112	Assistant, blower's, glass			
874				809	8111	Assistant, boiler's, sugar			
875				562	5423	Assistant, bookbinder's			
876				720	7111	Assistant, bookseller's			
877				720	7111	Assistant, bookstall			
878				597	8122	Assistant, borer's	(coal mine)		
879				862	9134	Assistant, bottling			
880				411	4123	Assistant, branch	(bank, building society)		
881		*		673	9234	Assistant, branch	(laundry, launderette, dry cleaning)		
882		*		801	8111	Assistant, brewery			
883				921	9121	Assistant, bricklayer's			
884				410	4122	Assistant, budget			
885				304	3114	Assistant, building			
886				863	8134	Assistant, bundler's		(metal)	
887				430	4150	Assistant, bureau			
888				913	9139	Assistant, burner's			
889				410	4122	Assistant, bursar's			
890				581	5431	Assistant, butcher's			
891				953	9223	Assistant, buttery			
892				420	4131	Assistant, buyer's			
893		*		701	3541	Assistant, buying	(wholesale trade)		
894	I	*		420	4131	Assistant, buying			
895				953	9223	Assistant, café			
896				953	9223	Assistant, cafeteria			
897				821	8121	Assistant, calender	(paper mfr)		
898				552	8113	Assistant, calender	(textile mfr)		
899				821	8121	Assistant, calenderman's	(paper mfr)		
900				386	3434	Assistant, cameraman's			
901				953	9223	Assistant, canteen			
902				719	7121	Assistant, canvassing	(insurance)		
903		*		642	6112	Assistant, care, ambulance			
904		*		902	6139	Assistant, care, animal			
905				659	6122	Assistant, care, child			
906		*		430	7212	Assistant, care, customer			
907		*		640	6111	Assistant, care, foot			
908		*		720	7111	Assistant, care, health	(retail chemist)		
909	O			644	6115	Assistant, care			
910		*		392	3564	Assistant, careers			
911				672	6232	Assistant, caretaker's			
912				920	9121	Assistant, carpenter's			
913				310	3122	Assistant, cartographic			
914				721	7112	Assistant, cash and wrap			
915				411	4123	Assistant, cashier's			
916				953	9223	Assistant, caterer's			
917				953	9223	Assistant, catering			
918				902	6139	Assistant, cattery			
919				659	6123	Assistant, centre, play			
920				720	7111	Assistant, centre, service			
921		*		643	6113	Assistant, chairside, orthodontic			
922				721	7112	Assistant, check-out			
923				912	9139	Assistant, checker's, iron			
924				869	8133	Assistant, checker's	(metal trades)		
925				864	8138	Assistant, chemical			
926				720	7111	Assistant, chemist's	(retail trade)		
927	I			864	8138	Assistant, chemist's			
928				421	4135	Assistant, chief	(library)		
929				102	4113	Assistant, chief	(local government)		
930				344	6111	Assistant, chiropody			
931				809	8111	Assistant, churner's			
932				430	4150	Assistant, circulation			
933				430	4150	Assistant, civil			
934		*		430	4150	Assistant, civilian	(police service)		
935				410	4132	Assistant, claims			
936				652	6124	Assistant, class, nursery			
937				652	6124	Assistant, classroom			
938				410	4122	Assistant, clerical, accounts			
939				411	4123	Assistant, clerical	(bank, building society)		
940				400	4112	Assistant, clerical	(government)		
941				421	4135	Assistant, clerical	(library)		
942				401	4113	Assistant, clerical	(local government)		
943				401	4113	Assistant, clerical	(police service)		
944		*		420	4213	Assistant, clerical	(schools)		
945	M			430	4150	Assistant, clerical			
946				420	4131	Assistant, clerk's, justices			
947	O			430	4150	Assistant, clerk's			
948				349	6131	Assistant, clinic, animal			
949	O			641	6111	Assistant, clinic			
950				220	2211	Assistant, clinical		(qualified)	
951	Q			641	6111	Assistant, clinical			
952				412	7122	Assistant, collection			
953				401	4113	Assistant, collector's, rate			
954				597	8122	Assistant, collier			
955				597	8122	Assistant, collier's			
956				430	4150	Assistant, commercial			
957		*		380	3431	Assistant, communications	(press, public relations)		
958	I	*		463	4142	Assistant, communications			
959		*		399	3539	Assistant, compliance	(banking)		
960				490	4136	Assistant, computer			
961				720	7111	Assistant, confectioner and tobacconist's			
962				580	5432	Assistant, confectioner's	(flour confectionery mfr)		
963				809	8111	Assistant, confectioner's	(sugar, sugar confectionery mfr)		
964	I			720	7111	Assistant, confectioner's			
965				430	4150	Assistant, conference			
966				430	4150	Assistant, consular			
967				420	4131	Assistant, contracts			
968				410	4121	Assistant, control, credit			
969				630	6214	Assistant, control, passenger	(air transport)		
970				420	4131	Assistant, control, production			
971				420	4131	Assistant, control, quality		(clerical)	
972				864	8138	Assistant, control, quality	(chemical mfr)		
973	M	*		869	8133	Assistant, control, quality			
974				569	5423	Assistant, control, sensitometric			
975				440	4133	Assistant, control, stock			
976				463	4142	Assistant, control, traffic, air			
977				410	4122	Assistant, control	(investment company)		
978				411	4123	Assistant, controller	(banking)		
979				420	4131	Assistant, conveyancing			
980				952	9223	Assistant, cook's			
981				952	9223	Assistant, cookery			
982				420	4131	Assistant, correspondence			
983				410	4122	Assistant, cost			
984				410	4122	Assistant, costing			
985				411	4123	Assistant, counter	(bookmakers, turf accountants)		
986				953	9223	Assistant, counter	(catering)		
987				421	4135	Assistant, counter	(library)		
988				411	4123	Assistant, counter	(PO)		
989				720	7111	Assistant, counter	(take-away food shop)		
990	I			720	7111	Assistant, counter			
991		*		242	2419	Assistant, court		(qualified)	
992	Q	*		400	4112	Assistant, court			
993		*		820	8114	Assistant, craft	(chemical works)		
994				913	9139	Assistant, craft	(railways)		
995				650	6121	Assistant, créche			
996				999	6291	Assistant, crematorium			
997				641	6111	Assistant, CSSD			
998		*		411	4123	Assistant, customer	(bank, building society)		
999		*		959	9259	Assistant, customer	(retail trade)		
1000				822	8121	Assistant, cutter's, paper			
1001				557	8136	Assistant, cutter's	(clothing mfr)		
1002				822	8121	Assistant, cutter's	(paper mfr)		
1003				822	8121	Assistant, cutter's	(paper pattern mfr)		
1004				720	7111	Assistant, dairy	(retail trade)		
1005				809	8111	Assistant, dairyman's	(milk processing)		
1006				720	7111	Assistant, dairyman's	(retail trade)		
1007				720	7111	Assistant, dealer's			
1008				720	7111	Assistant, delicatessen			
1009				643	6113	Assistant, dental			
1010				641	6111	Assistant, department, operating			
1011			S	881	8216	Assistant, depot		(railways)	
1012			S	871	8219	Assistant, depot		(road)	
1013				310	3122	Assistant, design			
1014				441	9149	Assistant, despatch			
1015		*		121	3543	Assistant, development, business			
1016		*		640	6111	Assistant, dialysis			
1017				834	8118	Assistant, dip, hot			
1018				869	8139	Assistant, dipper's			
1019				699	6291	Assistant, director's, funeral			
1020	O	*		430	4150	Assistant, director's			
1021				346	3217	Assistant, dispensary			
1022				346	3217	Assistant, dispenser's			
1023				346	3217	Assistant, dispensing			
1024		*		954	9251	Assistant, display, evening		(shelf filling)	
1025	O			954	9251	Assistant, display		(shelf filling)	
1026				790	7125	Assistant, display	(retail trade:	merchandising)	
1027	A			791	7125	Assistant, display	(retail trade)		
1028				892	8126	Assistant, distribution	(water company)		
1029				929	9129	Assistant, diver's, sea			
1030				410	4132	Assistant, divisional	(insurance)		
1031				958	9233	Assistant, domestic			
1032				641	6111	Assistant, donor, blood			
1033				720	7111	Assistant, draper's			
1034				491	3122	Assistant, draughtsman's			
1035		*		310	3122	Assistant, drawing, technical			
1036				934	9149	Assistant, drayman's			
1037				932	9141	Assistant, driver's, crane			
1038				889	9149	Assistant, driver's, dumper			
1039				893	8124	Assistant, driver's, engine			
1040				934	9149	Assistant, driver's, lorry			
1041				893	8124	Assistant, driver's, turbine			
1042				934	9149	Assistant, driver's, van			
1043				934	9149	Assistant, driver's	(road transport)		
1044				821	8121	Assistant, dryerman's		(paper)	
1045				814	8113	Assistant, dyer's	(textile mfr)		
1046				252	2423	Assistant, economic			
1047				430	4150	Assistant, editor's, newspaper			
1048				380	3412	Assistant, editorial			
1049				652	6124	Assistant, educational			
1050				913	9139	Assistant, electrician's			
1051				302	3112	Assistant, electronics			
1052				839	8117	Assistant, electroplating			
1053				590	8112	Assistant, embosser's			
1054				420	4131	Assistant, employment			
1055				913	9139	Assistant, engineer's		(maintenance)	
1056	A			301	3113	Assistant, engineer's			
1057				304	3114	Assistant, engineering, civil			
1058	O			301	3113	Assistant, engineering			
1059				420	4131	Assistant, establishment			
1060				412	7122	Assistant, estates			
1061				410	4122	Assistant, estimating			
1062				410	4122	Assistant, estimator's			
1063				590	8112	Assistant, etcher's			
1064		*		363	3562	Assistant, evaluation, job			
1065		*		399	3539	Assistant, events			
1066				139	4132	Assistant, executive	(insurance)		
1067	I			199	4215	Assistant, executive			
1068				309	3119	Assistant, experimental			
1069				420	4131	Assistant, export			
